1	3	1
1	4	1
1	6	1
1	16	4
1	17	3
1	20	2
1	26	3
1	33	3
1	55	1
1	66	6
1	70	1
1	74	3
1	78	1
2	3	2
2	7	3
2	8	19
2	9	2
2	10	1
2	11	3
2	12	2
2	13	5
2	14	2
2	16	3
2	23	3
2	32	2
2	33	2
2	38	1
2	39	1
2	43	4
2	47	1
2	48	2
2	49	4
2	51	3
2	53	4
2	54	6
2	56	1
2	59	1
2	68	6
2	69	4
2	70	2
2	71	2
2	73	1
2	74	1
2	76	3
2	77	3
3	4	1
3	11	6
3	20	2
3	38	2
3	47	2
3	51	2
3	74	2
3	78	1
4	6	1
4	10	1
4	14	3
4	20	4
4	21	1
4	22	1
4	24	8
4	26	6
4	28	8
4	29	6
4	31	3
4	36	1
4	37	4
4	44	1
4	46	2
4	47	7
4	55	12
4	56	58
4	64	10
4	65	1
4	70	1
4	71	1
4	74	12
4	76	3
4	78	1
5	14	5
5	28	2
5	31	1
5	32	5
5	35	6
5	36	3
5	47	4
5	51	1
5	64	7
5	72	10
5	74	2
6	16	4
6	21	1
6	24	1
6	31	2
6	34	1
6	36	1
6	37	4
6	55	1
6	56	1
6	59	3
6	60	7
6	70	1
6	74	2
6	76	3
7	8	18
7	12	1
7	13	2
7	14	1
7	16	1
7	22	1
7	23	3
7	29	1
7	32	2
7	33	1
7	39	1
7	43	2
7	47	2
7	48	1
7	49	2
7	51	1
7	53	4
7	54	3
7	59	1
7	68	3
7	69	4
7	70	2
7	71	1
7	73	1
7	76	2
7	77	2
8	9	1
8	12	3
8	13	6
8	14	2
8	16	2
8	22	1
8	23	31
8	26	2
8	29	1
8	31	2
8	32	32
8	33	2
8	36	2
8	39	15
8	43	4
8	47	2
8	48	2
8	49	4
8	51	5
8	53	60
8	54	47
8	59	15
8	68	6
8	69	63
8	70	3
8	71	2
8	73	15
8	76	17
8	77	17
8	78	1
9	10	2
9	12	1
9	13	10
9	16	2
9	23	8
9	26	2
9	38	6
9	51	1
9	54	6
9	56	2
9	69	1
9	78	1
10	13	1
10	16	1
10	23	1
10	46	2
10	47	1
10	52	2
10	54	5
10	56	1
10	64	2
10	70	1
10	74	1
11	38	3
11	47	3
11	51	3
11	74	3
12	13	4
12	14	1
12	16	3
12	17	1
12	23	1
12	24	2
12	25	4
12	26	2
12	27	3
12	32	3
12	33	3
12	39	2
12	41	10
12	42	7
12	43	6
12	44	2
12	48	1
12	49	3
12	51	2
12	54	2
12	59	3
12	66	3
12	67	3
12	68	3
12	69	3
12	70	1
12	71	3
12	73	1
12	76	1
12	77	10
12	78	1
13	14	2
13	16	3
13	23	5
13	26	4
13	33	2
13	38	4
13	43	4
13	48	2
13	49	4
13	51	4
13	54	3
13	56	1
13	68	6
13	69	2
13	70	2
13	71	2
13	76	2
13	77	2
13	78	2
14	16	7
14	18	12
14	19	9
14	22	3
14	26	3
14	28	4
14	29	2
14	31	2
14	32	5
14	33	1
14	35	2
14	36	2
14	43	3
14	46	3
14	47	3
14	48	1
14	49	2
14	51	4
14	56	33
14	61	3
14	64	7
14	65	3
14	68	3
14	70	4
14	71	1
14	72	5
14	74	4
14	76	1
14	77	1
15	22	3
15	38	3
15	51	3
15	52	3
15	71	3
16	17	1
16	18	9
16	19	6
16	20	1
16	23	2
16	24	1
16	26	11
16	27	1
16	31	1
16	32	1
16	33	2
16	40	1
16	42	3
16	43	4
16	44	1
16	46	2
16	47	1
16	48	3
16	49	2
16	50	1
16	51	1
16	54	5
16	55	4
16	56	4
16	64	2
16	66	3
16	68	3
16	69	2
16	70	7
16	71	2
16	73	1
16	75	3
16	76	1
16	77	1
17	21	3
17	23	2
17	26	1
17	27	1
17	30	8
17	31	3
17	32	1
17	33	1
17	38	1
17	39	2
17	40	1
17	41	10
17	42	7
17	47	1
17	48	2
17	49	1
17	50	1
17	54	1
17	56	1
17	59	2
17	63	4
17	66	5
17	67	3
17	70	2
17	73	1
17	74	3
17	77	9
18	19	12
18	26	10
18	46	4
18	56	4
18	64	4
18	66	1
18	70	4
18	73	1
19	26	3
19	46	3
19	56	3
19	64	3
19	70	3
20	22	1
20	24	3
20	26	3
20	28	3
20	31	1
20	34	3
20	37	1
20	42	1
20	45	2
20	55	2
20	58	3
20	64	5
20	65	3
20	66	3
20	69	1
20	70	2
20	73	3
20	75	3
20	78	2
21	22	2
21	30	18
21	31	11
21	32	3
21	36	1
21	37	4
21	62	4
21	66	2
21	70	8
21	74	4
21	76	3
21	78	3
22	23	1
22	27	14
22	28	1
22	29	2
22	34	3
22	36	7
22	37	1
22	38	1
22	45	3
22	47	2
22	51	1
22	52	1
22	55	1
22	56	10
22	57	10
22	58	3
22	62	8
22	64	5
22	65	8
22	66	6
22	69	7
22	70	11
22	71	1
22	78	6
23	27	1
23	29	1
23	32	4
23	38	4
23	39	4
23	40	1
23	41	10
23	42	7
23	47	3
23	48	2
23	49	1
23	50	1
23	53	8
23	54	10
23	56	1
23	59	4
23	66	3
23	67	3
23	69	8
23	70	1
23	73	3
23	76	2
23	77	11
24	26	10
24	27	1
24	28	9
24	32	1
24	33	1
24	34	1
24	42	1
24	43	2
24	44	3
24	54	1
24	56	1
24	59	3
